id_ticket,actividad,inicio_actividad,fin_actividad,duracion_horas
TCK-1003,Inicio de Fase,2025-09-24 08:57:00,2025-09-24 09:12:00,0.25
TCK-1003,Resolución del Requerimiento,2025-10-05 12:57:00,2025-10-05 13:12:00,0.25
TCK-1003,Validación QA,2025-11-29 15:05:00,2025-11-29 15:20:00,0.25
TCK-1004,Aprobación por Comité,2025-01-12 09:55:00,2025-01-12 10:10:00,0.25
TCK-1004,Cierre del Ticket,2025-10-05 18:29:00,2025-10-05 18:44:00,0.25
TCK-1004,Creación de Ticket,2025-01-01 17:48:00,2025-01-01 18:03:00,0.25
TCK-1004,Evaluación de Requerimiento,2025-01-02 17:58:00,2025-01-02 18:13:00,0.25
TCK-1004,Fin de Fase,2025-12-10 08:25:00,2025-12-10 08:40:00,0.25
TCK-1004,Ingreso a Backlog,2025-01-10 17:06:00,2025-01-10 17:21:00,0.25
TCK-1004,Inicio de Fase,2025-11-04 09:06:00,2025-11-04 09:21:00,0.25
TCK-1004,Resolución del Requerimiento,2025-10-05 12:52:00,2025-10-05 13:07:00,0.25
TCK-1004,Validación QA,2025-11-29 14:41:00,2025-11-29 14:56:00,0.25
TCK-1005,Aprobación por Comité,2025-01-13 16:25:00,2025-01-13 16:40:00,0.25
TCK-1005,Cierre del Ticket,2025-10-06 17:02:00,2025-10-06 17:17:00,0.25
TCK-1005,Creación de Ticket,2025-01-02 15:37:00,2025-01-02 15:52:00,0.25
TCK-1005,Evaluación de Requerimiento,2025-01-03 11:34:00,2025-01-03 11:49:00,0.25
TCK-1005,Fin de Fase,2025-12-13 17:33:00,2025-12-13 17:48:00,0.25
TCK-1005,Ingreso a Backlog,2025-01-11 14:35:00,2025-01-11 14:50:00,0.25
TCK-1005,Inicio de Fase,2025-11-17 08:32:00,2025-11-17 08:47:00,0.25
TCK-1005,Resolución del Requerimiento,2025-10-06 16:05:00,2025-10-06 16:20:00,0.25
TCK-1005,Validación QA,2025-11-23 13:48:00,2025-11-23 14:03:00,0.25
TCK-1006,Aprobación por Comité,2025-01-13 11:29:00,2025-01-13 11:44:00,0.25
TCK-1006,Cierre del Ticket,2025-10-06 12:27:00,2025-10-06 12:42:00,0.25
TCK-1006,Creación de Ticket,2025-01-02 11:40:00,2025-01-02 11:55:00,0.25
TCK-1006,Evaluación de Requerimiento,2025-01-03 18:19:00,2025-01-03 18:34:00,0.25
TCK-1006,Fin de Fase,2025-12-11 14:23:00,2025-12-11 14:38:00,0.25
TCK-1006,Ingreso a Backlog,2025-01-11 15:35:00,2025-01-11 15:50:00,0.25
TCK-1006,Inicio de Fase,2025-11-05 15:22:00,2025-11-05 15:37:00,0.25
TCK-1006,Resolución del Requerimiento,2025-10-06 11:29:00,2025-10-06 11:44:00,0.25
TCK-1006,Validación QA,2025-12-02 15:32:00,2025-12-02 15:47:00,0.25
TCK-1007,Aprobación por Comité,2025-01-13 10:45:00,2025-01-13 11:00:00,0.25
TCK-1007,Cierre del Ticket,2025-10-06 12:52:00,2025-10-06 13:07:00,0.25
TCK-1007,Creación de Ticket,2025-01-02 18:47:00,2025-01-02 19:02:00,0.25
TCK-1007,Evaluación de Requerimiento,2025-01-03 08:20:00,2025-01-03 08:35:00,0.25
TCK-1007,Fin de Fase,2025-12-13 14:46:00,2025-12-13 15:01:00,0.25
TCK-1007,Ingreso a Backlog,2025-01-11 16:13:00,2025-01-11 16:28:00,0.25
TCK-1007,Inicio de Fase,2025-10-08 12:24:00,2025-10-08 12:39:00,0.25
TCK-1007,Resolución del Requerimiento,2025-10-06 12:44:00,2025-10-06 12:59:00,0.25
TCK-1007,Validación QA,2025-11-25 11:19:00,2025-11-25 11:34:00,0.25
TCK-1008,Aprobación por Comité,2025-01-14 17:49:00,2025-01-14 18:04:00,0.25
TCK-1008,Cierre del Ticket,2025-10-07 16:11:00,2025-10-07 16:26:00,0.25
TCK-1008,Creación de Ticket,2025-01-03 15:52:00,2025-01-03 16:07:00,0.25
TCK-1008,Evaluación de Requerimiento,2025-01-04 17:26:00,2025-01-04 17:41:00,0.25
TCK-1008,Fin de Fase,2025-12-10 09:41:00,2025-12-10 09:56:00,0.25
TCK-1008,Ingreso a Backlog,2025-01-12 17:41:00,2025-01-12 17:56:00,0.25
TCK-1008,Inicio de Fase,2025-10-29 12:04:00,2025-10-29 12:19:00,0.25
TCK-1008,Resolución del Requerimiento,2025-10-07 15:05:00,2025-10-07 15:20:00,0.25
TCK-1008,Validación QA,2025-11-26 15:27:00,2025-11-26 15:42:00,0.25
TCK-1009,Aprobación por Comité,2025-01-14 10:29:00,2025-01-14 10:44:00,0.25
TCK-1009,Cierre del Ticket,2025-10-07 14:01:00,2025-10-07 14:16:00,0.25
TCK-1009,Creación de Ticket,2025-01-03 18:11:00,2025-01-03 18:26:00,0.25
TCK-1009,Evaluación de Requerimiento,2025-01-04 12:10:00,2025-01-04 12:25:00,0.25
TCK-1009,Fin de Fase,2025-12-08 08:18:00,2025-12-08 08:33:00,0.25
TCK-1009,Ingreso a Backlog,2025-01-12 10:37:00,2025-01-12 10:52:00,0.25
TCK-1009,Inicio de Fase,2025-11-27 18:20:00,2025-11-27 18:35:00,0.25
TCK-1009,Resolución del Requerimiento,2025-10-07 09:50:00,2025-10-07 10:05:00,0.25
TCK-1009,Validación QA,2025-11-23 12:29:00,2025-11-23 12:44:00,0.25
TCK-1010,Aprobación por Comité,2025-01-14 16:05:00,2025-01-14 16:20:00,0.25
TCK-1010,Cierre del Ticket,2025-10-07 09:31:00,2025-10-07 09:46:00,0.25
TCK-1010,Creación de Ticket,2025-01-03 10:32:00,2025-01-03 10:47:00,0.25
TCK-1010,Evaluación de Requerimiento,2025-01-04 18:06:00,2025-01-04 18:21:00,0.25
TCK-1010,Fin de Fase,2025-12-05 08:06:00,2025-12-05 08:21:00,0.25
TCK-1010,Ingreso a Backlog,2025-01-12 18:02:00,2025-01-12 18:17:00,0.25
TCK-1010,Inicio de Fase,2025-10-18 16:42:00,2025-10-18 16:57:00,0.25
TCK-1010,Resolución del Requerimiento,2025-10-07 13:22:00,2025-10-07 13:37:00,0.25
TCK-1010,Validación QA,2025-12-01 16:15:00,2025-12-01 16:30:00,0.25
TCK-1011,Aprobación por Comité,2025-01-14 11:52:00,2025-01-14 12:07:00,0.25
TCK-1011,Cierre del Ticket,2025-10-07 11:46:00,2025-10-07 12:01:00,0.25
TCK-1011,Creación de Ticket,2025-01-03 13:23:00,2025-01-03 13:38:00,0.25
TCK-1011,Evaluación de Requerimiento,2025-01-04 18:49:00,2025-01-04 19:04:00,0.25
TCK-1011,Fin de Fase,2025-12-05 17:33:00,2025-12-05 17:48:00,0.25
TCK-1011,Ingreso a Backlog,2025-01-12 17:10:00,2025-01-12 17:25:00,0.25
TCK-1011,Inicio de Fase,2025-10-05 08:41:00,2025-10-05 08:56:00,0.25
TCK-1011,Resolución del Requerimiento,2025-10-07 11:16:00,2025-10-07 11:31:00,0.25
TCK-1011,Validación QA,2025-11-30 11:50:00,2025-11-30 12:05:00,0.25
TCK-1012,Aprobación por Comité,2025-01-15 14:07:00,2025-01-15 14:22:00,0.25
TCK-1012,Cierre del Ticket,2025-10-08 14:44:00,2025-10-08 14:59:00,0.25
TCK-1012,Creación de Ticket,2025-01-04 10:20:00,2025-01-04 10:35:00,0.25
TCK-1012,Evaluación de Requerimiento,2025-01-05 14:03:00,2025-01-05 14:18:00,0.25
TCK-1012,Fin de Fase,2025-12-12 11:45:00,2025-12-12 12:00:00,0.25
TCK-1012,Ingreso a Backlog,2025-01-13 17:22:00,2025-01-13 17:37:00,0.25
TCK-1012,Inicio de Fase,2025-10-11 18:30:00,2025-10-11 18:45:00,0.25
TCK-1012,Resolución del Requerimiento,2025-10-08 09:30:00,2025-10-08 09:45:00,0.25
TCK-1012,Validación QA,2025-12-02 17:46:00,2025-12-02 18:01:00,0.25
TCK-1013,Aprobación por Comité,2025-01-15 08:56:00,2025-01-15 09:11:00,0.25
TCK-1013,Cierre del Ticket,2025-10-08 12:39:00,2025-10-08 12:54:00,0.25
TCK-1013,Creación de Ticket,2025-01-04 15:29:00,2025-01-04 15:44:00,0.25
TCK-1013,Evaluación de Requerimiento,2025-01-05 15:53:00,2025-01-05 16:08:00,0.25
TCK-1013,Fin de Fase,2025-12-11 14:00:00,2025-12-11 14:15:00,0.25
TCK-1013,Ingreso a Backlog,2025-01-13 17:40:00,2025-01-13 17:55:00,0.25
TCK-1013,Inicio de Fase,2025-09-29 09:11:00,2025-09-29 09:26:00,0.25
TCK-1013,Resolución del Requerimiento,2025-10-08 11:04:00,2025-10-08 11:19:00,0.25
TCK-1013,Validación QA,2025-11-29 08:45:00,2025-11-29 09:00:00,0.25
TCK-1014,Aprobación por Comité,2025-01-15 15:47:00,2025-01-15 16:02:00,0.25
TCK-1014,Cierre del Ticket,2025-10-08 14:39:00,2025-10-08 14:54:00,0.25
TCK-1014,Creación de Ticket,2025-01-04 11:45:00,2025-01-04 12:00:00,0.25
TCK-1014,Evaluación de Requerimiento,2025-01-05 10:40:00,2025-01-05 10:55:00,0.25
TCK-1014,Fin de Fase,2025-12-12 17:13:00,2025-12-12 17:28:00,0.25
TCK-1014,Ingreso a Backlog,2025-01-13 15:28:00,2025-01-13 15:43:00,0.25
TCK-1014,Inicio de Fase,2025-09-18 10:18:00,2025-09-18 10:33:00,0.25
TCK-1014,Resolución del Requerimiento,2025-10-08 11:35:00,2025-10-08 11:50:00,0.25
TCK-1014,Validación QA,2025-11-24 16:49:00,2025-11-24 17:04:00,0.25
TCK-1015,Aprobación por Comité,2025-01-16 08:56:00,2025-01-16 09:11:00,0.25
TCK-1015,Cierre del Ticket,2025-10-09 14:11:00,2025-10-09 14:26:00,0.25
TCK-1015,Creación de Ticket,2025-01-05 09:04:00,2025-01-05 09:19:00,0.25
TCK-1015,Evaluación de Requerimiento,2025-01-06 14:42:00,2025-01-06 14:57:00,0.25
TCK-1015,Fin de Fase,2025-12-11 11:11:00,2025-12-11 11:26:00,0.25
TCK-1015,Ingreso a Backlog,2025-01-14 08:24:00,2025-01-14 08:39:00,0.25
TCK-1015,Inicio de Fase,2025-11-18 14:46:00,2025-11-18 15:01:00,0.25
TCK-1015,Resolución del Requerimiento,2025-10-09 15:56:00,2025-10-09 16:11:00,0.25
TCK-1015,Validación QA,2025-11-27 08:18:00,2025-11-27 08:33:00,0.25
TCK-1016,Aprobación por Comité,2025-01-16 13:47:00,2025-01-16 14:02:00,0.25
TCK-1016,Cierre del Ticket,2025-10-09 08:36:00,2025-10-09 08:51:00,0.25
TCK-1016,Creación de Ticket,2025-01-05 09:25:00,2025-01-05 09:40:00,0.25
TCK-1016,Evaluación de Requerimiento,2025-01-06 10:51:00,2025-01-06 11:06:00,0.25
TCK-1016,Fin de Fase,2025-12-12 11:20:00,2025-12-12 11:35:00,0.25
TCK-1016,Ingreso a Backlog,2025-01-14 13:41:00,2025-01-14 13:56:00,0.25
TCK-1016,Inicio de Fase,2025-11-14 08:23:00,2025-11-14 08:38:00,0.25
TCK-1016,Resolución del Requerimiento,2025-10-09 08:12:00,2025-10-09 08:27:00,0.25
TCK-1016,Validación QA,2025-11-30 11:45:00,2025-11-30 12:00:00,0.25
TCK-1017,Aprobación por Comité,2025-01-16 16:04:00,2025-01-16 16:19:00,0.25
TCK-1017,Cierre del Ticket,2025-10-09 09:33:00,2025-10-09 09:48:00,0.25
TCK-1017,Creación de Ticket,2025-01-05 18:42:00,2025-01-05 18:57:00,0.25
TCK-1017,Evaluación de Requerimiento,2025-01-06 13:35:00,2025-01-06 13:50:00,0.25
TCK-1017,Fin de Fase,2025-12-12 08:35:00,2025-12-12 08:50:00,0.25
TCK-1017,Ingreso a Backlog,2025-01-14 17:29:00,2025-01-14 17:44:00,0.25
TCK-1017,Inicio de Fase,2025-09-05 16:31:00,2025-09-05 16:46:00,0.25
TCK-1017,Resolución del Requerimiento,2025-10-09 09:42:00,2025-10-09 09:57:00,0.25
TCK-1017,Validación QA,2025-11-29 10:47:00,2025-11-29 11:02:00,0.25
TCK-1018,Aprobación por Comité,2025-01-17 10:56:00,2025-01-17 11:11:00,0.25
TCK-1018,Cierre del Ticket,2025-10-10 09:47:00,2025-10-10 10:02:00,0.25
TCK-1018,Creación de Ticket,2025-01-06 15:58:00,2025-01-06 16:13:00,0.25
TCK-1018,Evaluación de Requerimiento,2025-01-07 15:47:00,2025-01-07 16:02:00,0.25
TCK-1018,Fin de Fase,2025-12-13 16:32:00,2025-12-13 16:47:00,0.25
TCK-1018,Ingreso a Backlog,2025-01-15 15:56:00,2025-01-15 16:11:00,0.25
TCK-1018,Inicio de Fase,2025-10-15 15:45:00,2025-10-15 16:00:00,0.25
TCK-1018,Resolución del Requerimiento,2025-10-10 10:14:00,2025-10-10 10:29:00,0.25
TCK-1018,Validación QA,2025-11-30 14:29:00,2025-11-30 14:44:00,0.25
TCK-1019,Aprobación por Comité,2025-01-17 16:29:00,2025-01-17 16:44:00,0.25
TCK-1019,Cierre del Ticket,2025-10-10 15:38:00,2025-10-10 15:53:00,0.25
TCK-1019,Creación de Ticket,2025-01-06 11:33:00,2025-01-06 11:48:00,0.25
TCK-1019,Evaluación de Requerimiento,2025-01-07 15:36:00,2025-01-07 15:51:00,0.25
TCK-1019,Fin de Fase,2025-12-04 18:36:00,2025-12-04 18:51:00,0.25
TCK-1019,Ingreso a Backlog,2025-01-15 18:09:00,2025-01-15 18:24:00,0.25
TCK-1019,Inicio de Fase,2025-10-12 10:58:00,2025-10-12 11:13:00,0.25
TCK-1019,Resolución del Requerimiento,2025-10-10 18:26:00,2025-10-10 18:41:00,0.25
TCK-1019,Validación QA,2025-12-01 11:23:00,2025-12-01 11:38:00,0.25
TCK-1020,Aprobación por Comité,2025-01-17 14:58:00,2025-01-17 15:13:00,0.25
TCK-1020,Cierre del Ticket,2025-10-10 12:57:00,2025-10-10 13:12:00,0.25
TCK-1020,Creación de Ticket,2025-01-06 10:13:00,2025-01-06 10:28:00,0.25
TCK-1020,Evaluación de Requerimiento,2025-01-07 08:38:00,2025-01-07 08:53:00,0.25
TCK-1020,Fin de Fase,2025-12-06 08:36:00,2025-12-06 08:51:00,0.25
TCK-1020,Ingreso a Backlog,2025-01-15 08:53:00,2025-01-15 09:08:00,0.25
TCK-1020,Inicio de Fase,2025-10-18 14:58:00,2025-10-18 15:13:00,0.25
TCK-1020,Resolución del Requerimiento,2025-10-10 08:20:00,2025-10-10 08:35:00,0.25
TCK-1020,Validación QA,2025-11-28 11:59:00,2025-11-28 12:14:00,0.25
TCK-1021,Aprobación por Comité,2025-01-17 17:21:00,2025-01-17 17:36:00,0.25
TCK-1021,Cierre del Ticket,2025-10-10 15:28:00,2025-10-10 15:43:00,0.25
TCK-1021,Creación de Ticket,2025-01-06 08:59:00,2025-01-06 09:14:00,0.25
TCK-1021,Evaluación de Requerimiento,2025-01-07 08:42:00,2025-01-07 08:57:00,0.25
TCK-1021,Fin de Fase,2025-12-11 15:00:00,2025-12-11 15:15:00,0.25
TCK-1021,Ingreso a Backlog,2025-01-15 13:25:00,2025-01-15 13:40:00,0.25
TCK-1021,Inicio de Fase,2025-12-03 13:06:00,2025-12-03 13:21:00,0.25
TCK-1021,Resolución del Requerimiento,2025-10-10 14:14:00,2025-10-10 14:29:00,0.25
TCK-1021,Validación QA,2025-11-27 15:59:00,2025-11-27 16:14:00,0.25
TCK-1022,Aprobación por Comité,2025-01-18 14:29:00,2025-01-18 14:44:00,0.25
TCK-1022,Cierre del Ticket,2025-10-11 12:48:00,2025-10-11 13:03:00,0.25
TCK-1022,Creación de Ticket,2025-01-07 15:47:00,2025-01-07 16:02:00,0.25
TCK-1022,Evaluación de Requerimiento,2025-01-08 12:27:00,2025-01-08 12:42:00,0.25
TCK-1022,Fin de Fase,2025-12-05 14:59:00,2025-12-05 15:14:00,0.25
TCK-1022,Ingreso a Backlog,2025-01-16 10:56:00,2025-01-16 11:11:00,0.25
TCK-1022,Inicio de Fase,2025-10-25 18:04:00,2025-10-25 18:19:00,0.25
TCK-1022,Resolución del Requerimiento,2025-10-11 14:07:00,2025-10-11 14:22:00,0.25
TCK-1022,Validación QA,2025-11-23 08:07:00,2025-11-23 08:22:00,0.25
TCK-1023,Aprobación por Comité,2025-01-18 15:39:00,2025-01-18 15:54:00,0.25
TCK-1023,Cierre del Ticket,2025-10-11 08:58:00,2025-10-11 09:13:00,0.25
TCK-1023,Creación de Ticket,2025-01-07 18:55:00,2025-01-07 19:10:00,0.25
TCK-1023,Evaluación de Requerimiento,2025-01-08 09:43:00,2025-01-08 09:58:00,0.25
TCK-1023,Fin de Fase,2025-12-09 14:27:00,2025-12-09 14:42:00,0.25
TCK-1023,Ingreso a Backlog,2025-01-16 10:23:00,2025-01-16 10:38:00,0.25
TCK-1023,Inicio de Fase,2025-10-09 13:43:00,2025-10-09 13:58:00,0.25
TCK-1023,Resolución del Requerimiento,2025-10-11 18:07:00,2025-10-11 18:22:00,0.25
TCK-1023,Validación QA,2025-11-24 16:15:00,2025-11-24 16:30:00,0.25
TCK-1024,Aprobación por Comité,2025-01-18 09:56:00,2025-01-18 10:11:00,0.25
TCK-1024,Cierre del Ticket,2025-10-11 09:04:00,2025-10-11 09:19:00,0.25
TCK-1024,Creación de Ticket,2025-01-07 12:23:00,2025-01-07 12:38:00,0.25
TCK-1024,Evaluación de Requerimiento,2025-01-08 15:11:00,2025-01-08 15:26:00,0.25
TCK-1024,Fin de Fase,2025-12-05 13:43:00,2025-12-05 13:58:00,0.25
TCK-1024,Ingreso a Backlog,2025-01-16 10:34:00,2025-01-16 10:49:00,0.25
TCK-1024,Inicio de Fase,2025-10-16 10:16:00,2025-10-16 10:31:00,0.25
TCK-1024,Resolución del Requerimiento,2025-10-11 13:07:00,2025-10-11 13:22:00,0.25
TCK-1024,Validación QA,2025-11-28 17:53:00,2025-11-28 18:08:00,0.25
TCK-1025,Aprobación por Comité,2025-01-19 11:52:00,2025-01-19 12:07:00,0.25
TCK-1025,Cierre del Ticket,2025-10-12 15:55:00,2025-10-12 16:10:00,0.25
TCK-1025,Creación de Ticket,2025-01-08 18:11:00,2025-01-08 18:26:00,0.25
TCK-1025,Evaluación de Requerimiento,2025-01-09 10:37:00,2025-01-09 10:52:00,0.25
TCK-1025,Fin de Fase,2025-12-13 10:42:00,2025-12-13 10:57:00,0.25
TCK-1025,Ingreso a Backlog,2025-01-17 09:28:00,2025-01-17 09:43:00,0.25
TCK-1025,Inicio de Fase,2025-11-28 13:43:00,2025-11-28 13:58:00,0.25
TCK-1025,Resolución del Requerimiento,2025-10-12 09:15:00,2025-10-12 09:30:00,0.25
TCK-1025,Validación QA,2025-11-23 08:09:00,2025-11-23 08:24:00,0.25
TCK-1026,Aprobación por Comité,2025-01-19 12:05:00,2025-01-19 12:20:00,0.25
TCK-1026,Cierre del Ticket,2025-10-12 12:27:00,2025-10-12 12:42:00,0.25
TCK-1026,Creación de Ticket,2025-01-08 13:37:00,2025-01-08 13:52:00,0.25
TCK-1026,Evaluación de Requerimiento,2025-01-09 13:32:00,2025-01-09 13:47:00,0.25
TCK-1026,Fin de Fase,2025-12-09 14:35:00,2025-12-09 14:50:00,0.25
TCK-1026,Ingreso a Backlog,2025-01-17 12:36:00,2025-01-17 12:51:00,0.25
TCK-1026,Inicio de Fase,2025-10-17 11:03:00,2025-10-17 11:18:00,0.25
TCK-1026,Resolución del Requerimiento,2025-10-12 16:32:00,2025-10-12 16:47:00,0.25
TCK-1026,Validación QA,2025-11-24 14:50:00,2025-11-24 15:05:00,0.25
TCK-1027,Aprobación por Comité,2025-01-19 15:13:00,2025-01-19 15:28:00,0.25
TCK-1027,Cierre del Ticket,2025-10-12 14:48:00,2025-10-12 15:03:00,0.25
TCK-1027,Creación de Ticket,2025-01-08 09:05:00,2025-01-08 09:20:00,0.25
TCK-1027,Evaluación de Requerimiento,2025-01-09 09:14:00,2025-01-09 09:29:00,0.25
TCK-1027,Fin de Fase,2025-12-13 11:31:00,2025-12-13 11:46:00,0.25
TCK-1027,Ingreso a Backlog,2025-01-17 09:48:00,2025-01-17 10:03:00,0.25
TCK-1027,Inicio de Fase,2025-11-30 16:12:00,2025-11-30 16:27:00,0.25
TCK-1027,Resolución del Requerimiento,2025-10-12 11:06:00,2025-10-12 11:21:00,0.25
TCK-1027,Validación QA,2025-11-30 16:11:00,2025-11-30 16:26:00,0.25
TCK-1028,Aprobación por Comité,2025-01-20 15:41:00,2025-01-20 15:56:00,0.25
TCK-1028,Cierre del Ticket,2025-10-13 10:45:00,2025-10-13 11:00:00,0.25
TCK-1028,Creación de Ticket,2025-01-09 14:50:00,2025-01-09 15:05:00,0.25
TCK-1028,Evaluación de Requerimiento,2025-01-10 10:03:00,2025-01-10 10:18:00,0.25
TCK-1028,Fin de Fase,2025-12-13 18:57:00,2025-12-13 19:12:00,0.25
TCK-1028,Ingreso a Backlog,2025-01-18 16:28:00,2025-01-18 16:43:00,0.25
TCK-1028,Inicio de Fase,2025-09-22 16:10:00,2025-09-22 16:25:00,0.25
TCK-1028,Resolución del Requerimiento,2025-10-13 13:14:00,2025-10-13 13:29:00,0.25
TCK-1028,Validación QA,2025-12-03 16:29:00,2025-12-03 16:44:00,0.25
TCK-1029,Aprobación por Comité,2025-01-20 09:15:00,2025-01-20 09:30:00,0.25
TCK-1029,Cierre del Ticket,2025-10-13 15:25:00,2025-10-13 15:40:00,0.25
TCK-1029,Creación de Ticket,2025-01-09 14:14:00,2025-01-09 14:29:00,0.25
TCK-1029,Evaluación de Requerimiento,2025-01-10 15:02:00,2025-01-10 15:17:00,0.25
TCK-1029,Fin de Fase,2025-12-06 11:56:00,2025-12-06 12:11:00,0.25
TCK-1029,Ingreso a Backlog,2025-01-18 10:39:00,2025-01-18 10:54:00,0.25
TCK-1029,Inicio de Fase,2025-12-01 15:44:00,2025-12-01 15:59:00,0.25
TCK-1029,Resolución del Requerimiento,2025-10-13 13:46:00,2025-10-13 14:01:00,0.25
TCK-1029,Validación QA,2025-12-02 10:17:00,2025-12-02 10:32:00,0.25
TCK-1030,Aprobación por Comité,2025-01-20 10:54:00,2025-01-20 11:09:00,0.25
TCK-1030,Cierre del Ticket,2025-10-13 18:30:00,2025-10-13 18:45:00,0.25
TCK-1030,Creación de Ticket,2025-01-09 15:03:00,2025-01-09 15:18:00,0.25
TCK-1030,Evaluación de Requerimiento,2025-01-10 12:58:00,2025-01-10 13:13:00,0.25
TCK-1030,Fin de Fase,2025-12-04 08:16:00,2025-12-04 08:31:00,0.25
TCK-1030,Ingreso a Backlog,2025-01-18 12:26:00,2025-01-18 12:41:00,0.25
TCK-1030,Inicio de Fase,2025-10-11 11:11:00,2025-10-11 11:26:00,0.25
TCK-1030,Resolución del Requerimiento,2025-10-13 13:02:00,2025-10-13 13:17:00,0.25
TCK-1030,Validación QA,2025-11-23 11:31:00,2025-11-23 11:46:00,0.25
TCK-1031,Aprobación por Comité,2025-01-20 15:42:00,2025-01-20 15:57:00,0.25
TCK-1031,Cierre del Ticket,2025-10-13 13:40:00,2025-10-13 13:55:00,0.25
TCK-1031,Creación de Ticket,2025-01-09 14:29:00,2025-01-09 14:44:00,0.25
TCK-1031,Evaluación de Requerimiento,2025-01-10 13:47:00,2025-01-10 14:02:00,0.25
TCK-1031,Fin de Fase,2025-12-12 16:58:00,2025-12-12 17:13:00,0.25
TCK-1031,Ingreso a Backlog,2025-01-18 16:30:00,2025-01-18 16:45:00,0.25
TCK-1031,Inicio de Fase,2025-11-14 08:53:00,2025-11-14 09:08:00,0.25
TCK-1031,Resolución del Requerimiento,2025-10-13 17:39:00,2025-10-13 17:54:00,0.25
TCK-1031,Validación QA,2025-12-01 18:41:00,2025-12-01 18:56:00,0.25
TCK-1032,Aprobación por Comité,2025-01-21 15:02:00,2025-01-21 15:17:00,0.25
TCK-1032,Cierre del Ticket,2025-10-14 13:26:00,2025-10-14 13:41:00,0.25
TCK-1032,Creación de Ticket,2025-01-10 09:02:00,2025-01-10 09:17:00,0.25
TCK-1032,Evaluación de Requerimiento,2025-01-11 11:29:00,2025-01-11 11:44:00,0.25
TCK-1032,Fin de Fase,2025-12-05 16:47:00,2025-12-05 17:02:00,0.25
TCK-1032,Ingreso a Backlog,2025-01-19 11:11:00,2025-01-19 11:26:00,0.25
TCK-1032,Inicio de Fase,2025-11-19 15:55:00,2025-11-19 16:10:00,0.25
TCK-1032,Resolución del Requerimiento,2025-10-14 09:36:00,2025-10-14 09:51:00,0.25
TCK-1032,Validación QA,2025-12-01 08:39:00,2025-12-01 08:54:00,0.25
TCK-1033,Aprobación por Comité,2025-01-21 08:22:00,2025-01-21 08:37:00,0.25
TCK-1033,Cierre del Ticket,2025-10-14 17:46:00,2025-10-14 18:01:00,0.25
TCK-1033,Creación de Ticket,2025-01-10 15:39:00,2025-01-10 15:54:00,0.25
TCK-1033,Evaluación de Requerimiento,2025-01-11 15:55:00,2025-01-11 16:10:00,0.25
TCK-1033,Fin de Fase,2025-12-04 10:41:00,2025-12-04 10:56:00,0.25
TCK-1033,Ingreso a Backlog,2025-01-19 13:26:00,2025-01-19 13:41:00,0.25
TCK-1033,Inicio de Fase,2025-09-21 13:01:00,2025-09-21 13:16:00,0.25
TCK-1033,Resolución del Requerimiento,2025-10-14 08:01:00,2025-10-14 08:16:00,0.25
TCK-1033,Validación QA,2025-12-03 08:22:00,2025-12-03 08:37:00,0.25
