id_ticket,actividad,inicio_actividad,fin_actividad,duracion_horas
TCK-1023,Evaluación de Requerimiento,2025-01-08,2025-01-08,0.0
TCK-1023,Fin de Fase,2025-12-09,2025-12-09,0.0
TCK-1023,Ingreso a Backlog,2025-01-16,2025-01-16,0.0
TCK-1023,Inicio de Fase,2025-10-09,2025-10-09,0.0
TCK-1023,Resolución del Requerimiento,2025-10-11,2025-10-11,0.0
TCK-1023,Validación QA,2025-11-24,2025-11-24,0.0
TCK-1024,Aprobación por Comité,2025-01-18,2025-01-18,0.0
TCK-1024,Cierre del Ticket,2025-10-11,2025-10-11,0.0
TCK-1024,Creación de Ticket,2025-01-07,2025-01-07,0.0
TCK-1024,Evaluación de Requerimiento,2025-01-08,2025-01-08,0.0
TCK-1024,Fin de Fase,2025-12-05,2025-12-05,0.0
TCK-1024,Ingreso a Backlog,2025-01-16,2025-01-16,0.0
TCK-1024,Inicio de Fase,2025-10-16,2025-10-16,0.0
TCK-1024,Resolución del Requerimiento,2025-10-11,2025-10-11,0.0
TCK-1024,Validación QA,2025-11-28,2025-11-28,0.0
TCK-1025,Aprobación por Comité,2025-01-19,2025-01-19,0.0
TCK-1025,Cierre del Ticket,2025-10-12,2025-10-12,0.0
TCK-1025,Creación de Ticket,2025-01-08,2025-01-08,0.0
TCK-1025,Evaluación de Requerimiento,2025-01-09,2025-01-09,0.0
TCK-1025,Fin de Fase,2025-12-13,2025-12-13,0.0
TCK-1025,Ingreso a Backlog,2025-01-17,2025-01-17,0.0
TCK-1025,Inicio de Fase,2025-11-28,2025-11-28,0.0
TCK-1025,Resolución del Requerimiento,2025-10-12,2025-10-12,0.0
TCK-1025,Validación QA,2025-11-23,2025-11-23,0.0
TCK-1026,Aprobación por Comité,2025-01-19,2025-01-19,0.0
TCK-1026,Cierre del Ticket,2025-10-12,2025-10-12,0.0
TCK-1026,Creación de Ticket,2025-01-08,2025-01-08,0.0
TCK-1026,Evaluación de Requerimiento,2025-01-09,2025-01-09,0.0
TCK-1026,Fin de Fase,2025-12-09,2025-12-09,0.0
TCK-1026,Ingreso a Backlog,2025-01-17,2025-01-17,0.0
TCK-1026,Inicio de Fase,2025-10-17,2025-10-17,0.0
TCK-1026,Resolución del Requerimiento,2025-10-12,2025-10-12,0.0
TCK-1026,Validación QA,2025-11-24,2025-11-24,0.0
TCK-1027,Aprobación por Comité,2025-01-19,2025-01-19,0.0
TCK-1027,Cierre del Ticket,2025-10-12,2025-10-12,0.0
TCK-1027,Creación de Ticket,2025-01-08,2025-01-08,0.0
TCK-1027,Evaluación de Requerimiento,2025-01-09,2025-01-09,0.0
TCK-1027,Fin de Fase,2025-12-13,2025-12-13,0.0
TCK-1027,Ingreso a Backlog,2025-01-17,2025-01-17,0.0
TCK-1027,Inicio de Fase,2025-11-30,2025-11-30,0.0
TCK-1027,Resolución del Requerimiento,2025-10-12,2025-10-12,0.0
TCK-1027,Validación QA,2025-11-30,2025-11-30,0.0
TCK-1028,Aprobación por Comité,2025-01-20,2025-01-20,0.0
TCK-1028,Cierre del Ticket,2025-10-13,2025-10-13,0.0
TCK-1028,Creación de Ticket,2025-01-09,2025-01-09,0.0
TCK-1028,Evaluación de Requerimiento,2025-01-10,2025-01-10,0.0
TCK-1028,Fin de Fase,2025-12-13,2025-12-13,0.0
TCK-1028,Ingreso a Backlog,2025-01-18,2025-01-18,0.0
TCK-1028,Inicio de Fase,2025-09-22,2025-09-22,0.0
TCK-1028,Resolución del Requerimiento,2025-10-13,2025-10-13,0.0
TCK-1028,Validación QA,2025-12-03,2025-12-03,0.0
TCK-1029,Aprobación por Comité,2025-01-20,2025-01-20,0.0
TCK-1029,Cierre del Ticket,2025-10-13,2025-10-13,0.0
TCK-1029,Creación de Ticket,2025-01-09,2025-01-09,0.0
TCK-1029,Evaluación de Requerimiento,2025-01-10,2025-01-10,0.0
TCK-1029,Fin de Fase,2025-12-06,2025-12-06,0.0
TCK-1029,Ingreso a Backlog,2025-01-18,2025-01-18,0.0
TCK-1029,Inicio de Fase,2025-12-01,2025-12-01,0.0
TCK-1029,Resolución del Requerimiento,2025-10-13,2025-10-13,0.0
TCK-1029,Validación QA,2025-12-02,2025-12-02,0.0
TCK-1030,Aprobación por Comité,2025-01-20,2025-01-20,0.0
TCK-1030,Cierre del Ticket,2025-10-13,2025-10-13,0.0
TCK-1030,Creación de Ticket,2025-01-09,2025-01-09,0.0
TCK-1030,Evaluación de Requerimiento,2025-01-10,2025-01-10,0.0
TCK-1030,Fin de Fase,2025-12-04,2025-12-04,0.0
TCK-1030,Ingreso a Backlog,2025-01-18,2025-01-18,0.0
TCK-1030,Inicio de Fase,2025-10-11,2025-10-11,0.0
TCK-1030,Resolución del Requerimiento,2025-10-13,2025-10-13,0.0
TCK-1030,Validación QA,2025-11-23,2025-11-23,0.0
TCK-1031,Aprobación por Comité,2025-01-20,2025-01-20,0.0
TCK-1031,Cierre del Ticket,2025-10-13,2025-10-13,0.0
TCK-1031,Creación de Ticket,2025-01-09,2025-01-09,0.0
TCK-1031,Evaluación de Requerimiento,2025-01-10,2025-01-10,0.0
TCK-1031,Fin de Fase,2025-12-12,2025-12-12,0.0
TCK-1031,Ingreso a Backlog,2025-01-18,2025-01-18,0.0
TCK-1031,Inicio de Fase,2025-11-14,2025-11-14,0.0
TCK-1031,Resolución del Requerimiento,2025-10-13,2025-10-13,0.0
TCK-1031,Validación QA,2025-12-01,2025-12-01,0.0
TCK-1032,Aprobación por Comité,2025-01-21,2025-01-21,0.0
TCK-1032,Cierre del Ticket,2025-10-14,2025-10-14,0.0
TCK-1032,Creación de Ticket,2025-01-10,2025-01-10,0.0
TCK-1032,Evaluación de Requerimiento,2025-01-11,2025-01-11,0.0
TCK-1032,Fin de Fase,2025-12-05,2025-12-05,0.0
TCK-1032,Ingreso a Backlog,2025-01-19,2025-01-19,0.0
TCK-1032,Inicio de Fase,2025-11-19,2025-11-19,0.0
TCK-1032,Resolución del Requerimiento,2025-10-14,2025-10-14,0.0
TCK-1032,Validación QA,2025-12-01,2025-12-01,0.0
TCK-1033,Aprobación por Comité,2025-01-21,2025-01-21,0.0
TCK-1033,Cierre del Ticket,2025-10-14,2025-10-14,0.0
TCK-1033,Creación de Ticket,2025-01-10,2025-01-10,0.0
TCK-1033,Evaluación de Requerimiento,2025-01-11,2025-01-11,0.0
TCK-1033,Fin de Fase,2025-12-04,2025-12-04,0.0
TCK-1033,Ingreso a Backlog,2025-01-19,2025-01-19,0.0
TCK-1033,Inicio de Fase,2025-09-21,2025-09-21,0.0
TCK-1033,Resolución del Requerimiento,2025-10-14,2025-10-14,0.0
TCK-1033,Validación QA,2025-12-03,2025-12-03,0.0
TCK-1034,Aprobación por Comité,2025-01-21,2025-01-21,0.0
TCK-1034,Cierre del Ticket,2025-10-14,2025-10-14,0.0
TCK-1034,Creación de Ticket,2025-01-10,2025-01-10,0.0
TCK-1034,Evaluación de Requerimiento,2025-01-11,2025-01-11,0.0
TCK-1034,Fin de Fase,2025-12-06,2025-12-06,0.0
TCK-1034,Ingreso a Backlog,2025-01-19,2025-01-19,0.0
TCK-1034,Inicio de Fase,2025-11-25,2025-11-25,0.0
TCK-1034,Resolución del Requerimiento,2025-10-14,2025-10-14,0.0
TCK-1034,Validación QA,2025-11-30,2025-11-30,0.0
TCK-1035,Aprobación por Comité,2025-01-22,2025-01-22,0.0
TCK-1035,Cierre del Ticket,2025-10-15,2025-10-15,0.0
TCK-1035,Creación de Ticket,2025-01-11,2025-01-11,0.0
TCK-1035,Evaluación de Requerimiento,2025-01-12,2025-01-12,0.0
TCK-1035,Fin de Fase,2025-12-13,2025-12-13,0.0
TCK-1035,Ingreso a Backlog,2025-01-20,2025-01-20,0.0
TCK-1035,Inicio de Fase,2025-10-15,2025-10-15,0.0
TCK-1035,Resolución del Requerimiento,2025-10-15,2025-10-15,0.0
TCK-1035,Validación QA,2025-11-24,2025-11-24,0.0
TCK-1036,Aprobación por Comité,2025-01-22,2025-01-22,0.0
TCK-1036,Cierre del Ticket,2025-10-15,2025-10-15,0.0
TCK-1036,Creación de Ticket,2025-01-11,2025-01-11,0.0
TCK-1036,Evaluación de Requerimiento,2025-01-12,2025-01-12,0.0
TCK-1036,Fin de Fase,2025-12-05,2025-12-05,0.0
TCK-1036,Ingreso a Backlog,2025-01-20,2025-01-20,0.0
TCK-1036,Inicio de Fase,2025-09-20,2025-09-20,0.0
TCK-1036,Resolución del Requerimiento,2025-10-15,2025-10-15,0.0
TCK-1036,Validación QA,2025-11-23,2025-11-23,0.0
TCK-1037,Aprobación por Comité,2025-01-22,2025-01-22,0.0
TCK-1037,Cierre del Ticket,2025-10-15,2025-10-15,0.0
TCK-1037,Creación de Ticket,2025-01-11,2025-01-11,0.0
TCK-1037,Evaluación de Requerimiento,2025-01-12,2025-01-12,0.0
TCK-1037,Fin de Fase,2025-12-08,2025-12-08,0.0
TCK-1037,Ingreso a Backlog,2025-01-20,2025-01-20,0.0
TCK-1037,Inicio de Fase,2025-09-25,2025-09-25,0.0
TCK-1037,Resolución del Requerimiento,2025-10-15,2025-10-15,0.0
TCK-1037,Validación QA,2025-11-25,2025-11-25,0.0
TCK-1038,Aprobación por Comité,2025-01-23,2025-01-23,0.0
TCK-1038,Cierre del Ticket,2025-10-16,2025-10-16,0.0
TCK-1038,Creación de Ticket,2025-01-12,2025-01-12,0.0
TCK-1038,Evaluación de Requerimiento,2025-01-13,2025-01-13,0.0
TCK-1038,Fin de Fase,2025-12-05,2025-12-05,0.0
TCK-1038,Ingreso a Backlog,2025-01-21,2025-01-21,0.0
TCK-1038,Inicio de Fase,2025-10-21,2025-10-21,0.0
TCK-1038,Resolución del Requerimiento,2025-10-16,2025-10-16,0.0
TCK-1038,Validación QA,2025-12-03,2025-12-03,0.0
TCK-1039,Aprobación por Comité,2025-01-23,2025-01-23,0.0
TCK-1039,Cierre del Ticket,2025-10-16,2025-10-16,0.0
TCK-1039,Creación de Ticket,2025-01-12,2025-01-12,0.0
TCK-1039,Evaluación de Requerimiento,2025-01-13,2025-01-13,0.0
TCK-1039,Fin de Fase,2025-12-06,2025-12-06,0.0
TCK-1039,Ingreso a Backlog,2025-01-21,2025-01-21,0.0
TCK-1039,Inicio de Fase,2025-09-05,2025-09-05,0.0
TCK-1039,Resolución del Requerimiento,2025-10-16,2025-10-16,0.0
TCK-1039,Validación QA,2025-11-30,2025-11-30,0.0
TCK-1040,Aprobación por Comité,2025-01-23,2025-01-23,0.0
TCK-1040,Cierre del Ticket,2025-10-16,2025-10-16,0.0
TCK-1040,Creación de Ticket,2025-01-12,2025-01-12,0.0
TCK-1040,Evaluación de Requerimiento,2025-01-13,2025-01-13,0.0
TCK-1040,Fin de Fase,2025-12-05,2025-12-05,0.0
TCK-1040,Ingreso a Backlog,2025-01-21,2025-01-21,0.0
TCK-1040,Inicio de Fase,2025-09-13,2025-09-13,0.0
TCK-1040,Resolución del Requerimiento,2025-10-16,2025-10-16,0.0
TCK-1040,Validación QA,2025-11-29,2025-11-29,0.0
TCK-1041,Aprobación por Comité,2025-01-23,2025-01-23,0.0
TCK-1041,Cierre del Ticket,2025-10-16,2025-10-16,0.0
TCK-1041,Creación de Ticket,2025-01-12,2025-01-12,0.0
TCK-1041,Evaluación de Requerimiento,2025-01-13,2025-01-13,0.0
TCK-1041,Fin de Fase,2025-12-09,2025-12-09,0.0
TCK-1041,Ingreso a Backlog,2025-01-21,2025-01-21,0.0
TCK-1041,Inicio de Fase,2025-09-20,2025-09-20,0.0
TCK-1041,Resolución del Requerimiento,2025-10-16,2025-10-16,0.0
TCK-1041,Validación QA,2025-11-26,2025-11-26,0.0
TCK-1042,Aprobación por Comité,2025-01-24,2025-01-24,0.0
TCK-1042,Cierre del Ticket,2025-10-17,2025-10-17,0.0
TCK-1042,Creación de Ticket,2025-01-13,2025-01-13,0.0
TCK-1042,Evaluación de Requerimiento,2025-01-14,2025-01-14,0.0
TCK-1042,Fin de Fase,2025-12-12,2025-12-12,0.0
TCK-1042,Ingreso a Backlog,2025-01-22,2025-01-22,0.0
TCK-1042,Inicio de Fase,2025-09-19,2025-09-19,0.0
TCK-1042,Resolución del Requerimiento,2025-10-17,2025-10-17,0.0
TCK-1042,Validación QA,2025-12-01,2025-12-01,0.0
TCK-1043,Aprobación por Comité,2025-01-24,2025-01-24,0.0
TCK-1043,Cierre del Ticket,2025-10-17,2025-10-17,0.0
TCK-1043,Creación de Ticket,2025-01-13,2025-01-13,0.0
TCK-1043,Evaluación de Requerimiento,2025-01-14,2025-01-14,0.0
TCK-1043,Fin de Fase,2025-12-03,2025-12-03,0.0
TCK-1043,Ingreso a Backlog,2025-01-22,2025-01-22,0.0
TCK-1043,Inicio de Fase,2025-09-26,2025-09-26,0.0
TCK-1043,Resolución del Requerimiento,2025-10-17,2025-10-17,0.0
TCK-1043,Validación QA,2025-11-28,2025-11-28,0.0
TCK-1044,Aprobación por Comité,2025-01-24,2025-01-24,0.0
TCK-1044,Cierre del Ticket,2025-10-17,2025-10-17,0.0
TCK-1044,Creación de Ticket,2025-01-13,2025-01-13,0.0
TCK-1044,Evaluación de Requerimiento,2025-01-14,2025-01-14,0.0
TCK-1044,Fin de Fase,2025-12-13,2025-12-13,0.0
TCK-1044,Ingreso a Backlog,2025-01-22,2025-01-22,0.0
TCK-1044,Inicio de Fase,2025-11-19,2025-11-19,0.0
TCK-1044,Resolución del Requerimiento,2025-10-17,2025-10-17,0.0
TCK-1044,Validación QA,2025-11-26,2025-11-26,0.0
TCK-1045,Aprobación por Comité,2025-01-25,2025-01-25,0.0
TCK-1045,Cierre del Ticket,2025-10-18,2025-10-18,0.0
TCK-1045,Creación de Ticket,2025-01-14,2025-01-14,0.0
TCK-1045,Evaluación de Requerimiento,2025-01-15,2025-01-15,0.0
